item_id,item,item weight,prototype
2367,A1VJ6MG8BLO7N4,1.9901502,44
12627,A1VEII9S7X03D2,1.9877827,44
12444,A3HG8N8TWRV10G,1.9984963,45
13340,A1BTRZGU7873HG,1.9982555,45
10905,AT7FTYYJ0FR7J,1.9972305,45
8256,A2N4J8FLNAZAEX,1.9965158,45
10162,A21D3ZRKCOMR0J,1.9950655,45
10714,A1SFYC6YAL69EG,1.9916999,45
11800,A22SRJCM0UHQSN,1.9913962,45
4794,A1SJ8UV87JFCUO,1.9913297,45
12372,A3DVCH7OKFVNOJ,1.9911653,45
11019,A27QI5EOCAJH19,1.9860656,45
7673,A1GIRH2N6B2VZL,1.9998102,46
9405,A26H6MSZGQJJA3,1.9994891,46
9906,A3S44YN2OA1WD6,1.9994228,46
8690,A31ATJR2RAVD5G,1.9984994,46
10089,A3F90NNLT4KL4G,1.9964437,46
9410,AUSBLPK9RQM4A,1.9959574,46
12259,AHG17696KX93Q,1.9947963,46
12698,AJWGFA3ZRK02M,1.9928911,46
9521,A90GM0TWSVKFW,1.991646,46
10524,ACIHXKMZIHV7W,1.9909998,46
1156,A2TUCS8O6AJXKJ,1.9996562,47
1100,A3MPGKS5GBCQGB,1.9980526,47
1144,A36QER4UIZH505,1.9956894,47
1803,ANTVQ8V5F0WEH,1.9922993,47
1422,A2IITV9AEOFI5G,1.9738088,47
1385,A1NAV0Q37XP6HI,1.9700959,47
1491,A15UXO3PDUOGJY,1.9675205,47
1843,A1QWINPL3C5O4Y,1.9626669,47
1937,A2JA5M9CF6NHMF,1.9555447,47
2077,AB221JB91L6KT,1.9481343,47
3092,A318YMWV6R5DNT,1.9997525,48
836,A3PGIRULVPBJ1,1.999078,48
3421,A1U5GBB6VX9FEL,1.9990034,48
1731,A2PXOP8AOGXQCO,1.9975625,48
4003,A1C5YC4CY33Y1T,1.9929011,48
890,A2QZ36LCF7XX0C,1.9879136,48
2592,A3LGVTCK21TR6M,1.9852005,48
2051,A3USS4O0RQZ37K,1.9846103,48
2134,A1U11PS71ML0YJ,1.9672673,48
3266,AXISPCYS9X82E,1.9549419,48
6245,A31RULW0KNYJ5H,1.9998043,49
5195,AH32BK6OVLY93,1.9997935,49
4268,A8AHHH5C6SBTE,1.9996598,49
6252,A398L4YV8ZSQ0U,1.9988779,49
4258,A33TTPCRVOBK3I,1.9977592,49
5171,AP8D74QD9LUUL,1.9975252,49
4092,A24RCBRDXRXR0Y,1.9973689,49
5814,A2R5CYKANJ81C7,1.9964929,49
2027,A2ME89MSWVG9NF,1.9957577,49
6369,A11SMVKSS51W3Y,1.9945302,49
3880,A1G5UDSCJD48ON,1.9991789,50
2651,AL4KX6X24YSS,1.9984815,50
8250,A2MYU37X2I8L7I,1.998123,50
5434,AMUO8Y6GX2X3Y,1.9970644,50
2635,ARUYY78OVCHDT,1.9965303,50
10635,A1CIA29LEB5RA6,1.9959022,50
9907,A1GWWQKHYTMC5F,1.993902,50
9529,A3IPTSEBSP0FIM,1.9935049,50
2626,A67U5W2JZ1TP9,1.9878457,50
