item_id,item,item weight,prototype
1126,3525,1.9429102,94
529,2109,1.941226,94
2037,2518,1.9395846,94
346,1257,1.9270788,94
628,2553,1.9991312,95
1000,2633,1.9956336,95
641,2660,1.9941707,95
665,2287,1.9907601,95
1311,1334,1.9834871,95
2279,2654,1.9816955,95
1343,3153,1.981092,95
1828,2346,1.9810276,95
537,3928,1.9791694,95
1445,3926,1.9781005,95
611,2389,1.999563,96
1814,273,1.999177,96
2510,2279,1.997709,96
2484,2793,1.9894395,96
2238,1431,1.9887985,96
1686,3826,1.985928,96
808,2195,1.9855736,96
2006,3275,1.9855162,96
2091,3177,1.9836355,96
2241,1866,1.9835503,96
2716,2056,1.9993756,97
1511,2079,1.9985857,97
2947,3602,1.9982762,97
2173,1926,1.9978659,97
2987,828,1.9974158,97
542,2049,1.9953047,97
2760,2179,1.9943807,97
1992,3585,1.9936607,97
1930,1932,1.9914001,97
2549,3414,1.9891016,97
1082,824,1.9997292,98
2308,495,1.9993615,98
2525,3338,1.998796,98
2475,3304,1.9971328,98
2915,3223,1.996979,98
2497,1123,1.9966552,98
2857,2727,1.9953594,98
2117,659,1.9949816,98
2121,669,1.994679,98
2293,2938,1.9936931,98
